id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_days_active,air_conditioning,bbq,balcony,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,internet,long_term_stays,private_entrance,time_since_first_review,time_since_last_review
544433,2012-06-12,unknown,unknown,0.0,1.0,1.0,Lower Queen Anne,Queen Anne,Apartment,Entire home/apt,2,1.0,1.0,1.0,95,30,365,86,441,2012-06-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3215.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
552325,2010-12-01,within an hour,100%,1.0,4.0,1.0,Portage Bay,Capitol Hill,Apartment,Entire home/apt,4,1.0,2.0,2.0,199,30,360,174,26,2013-07-29,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,3774.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-6 months
564220,2012-06-28,within a few hours,100%,0.0,2.0,0.0,Mount Baker,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,40,2,21,88,195,2012-08-15,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,3199.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4+ years,2-6 months
564428,2012-06-28,within a few hours,100%,0.0,2.0,0.0,Mount Baker,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,47,2,28,84,264,2012-07-17,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,3199.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,1+ year
565703,2012-06-29,within an hour,100%,0.0,3.0,1.0,Mann,Central Area,Apartment,Entire home/apt,4,1.0,2.0,2.0,93,30,365,237,309,2013-03-27,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,3198.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
573942,2009-08-09,within an hour,100%,1.0,8.0,1.0,Mid-Beacon Hill,Beacon Hill,Other,Private room,2,3.0,1.0,1.0,45,2,180,332,169,2012-08-20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,4253.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-6 months
580815,2012-02-21,within a day,90-99%,1.0,8.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,2,1.0,1.0,1.0,99,3,365,75,55,2013-06-09,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3327.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,0-2 weeks
598023,2012-06-12,unknown,unknown,0.0,1.0,1.0,Genesee,West Seattle,Other,Private room,2,1.0,1.0,1.0,79,3,180,365,16,2013-08-11,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,3215.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
604600,2010-04-04,within a day,50-89%,0.0,135.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,4,1.0,1.0,0.0,214,30,30,365,1,2014-09-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,4015.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
607788,2010-04-04,within a day,50-89%,0.0,135.0,1.0,Central Business District,Downtown,Other,Private room,6,1.0,2.0,3.0,232,1,5,365,2,2012-07-27,80-94/100,0-8/10,0-8/10,10/10,10/10,10/10,0-8/10,0,4015.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4+ years,1+ year
609610,2012-07-22,unknown,unknown,0.0,0.0,1.0,Columbia City,Rainier Valley,House,Entire home/apt,4,1.0,1.0,2.0,250,30,90,1,22,2012-07-27,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,3175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
609701,2012-07-23,within an hour,100%,1.0,1.0,1.0,Fremont,Other neighborhoods,House,Entire home/apt,2,1.0,1.0,1.0,99,4,30,224,523,2012-07-29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3174.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,0-2 weeks
620518,2012-07-27,within an hour,90-99%,0.0,68.0,1.0,Ravenna,Other neighborhoods,Apartment,Entire home/apt,2,1.0,1.0,1.0,99,30,1125,352,8,2012-08-14,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,9/10,0-8/10,0,3170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,6-12 months
631445,2012-08-02,within a day,100%,0.0,1.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,80,30,90,15,162,2012-08-13,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3164.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
635878,2012-07-27,within an hour,90-99%,0.0,68.0,1.0,University District,University District,Apartment,Entire home/apt,3,1.0,1.0,2.0,89,81,1125,269,28,2013-07-19,80-94/100,9/10,9/10,9/10,9/10,9/10,0-8/10,0,3170.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
654734,2012-08-17,within an hour,100%,0.0,3.0,1.0,Central Business District,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,168,30,365,272,81,2012-10-15,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,1,3149.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4+ years,2-6 months
661708,2012-08-22,within a day,50-89%,0.0,2.0,1.0,Harrison/Denny-Blaine,Central Area,House,Entire home/apt,6,2.5,2.0,4.0,245,30,120,320,10,2018-05-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3144.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2-3 years,1+ year
674113,2012-08-28,a few days or more,0-49%,0.0,3.0,1.0,Mount Baker,Rainier Valley,Other,Private room,1,1.0,1.0,1.0,42,30,1125,365,232,2013-10-20,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,1,3138.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
677266,2009-08-09,within an hour,100%,1.0,8.0,1.0,Georgetown,Other neighborhoods,Other,Private room,2,3.0,1.0,1.0,48,2,180,364,89,2012-09-18,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,0,4253.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,6-12 months
677365,2011-08-05,within an hour,100%,1.0,1.0,1.0,South Delridge,Delridge,Other,Entire home/apt,6,1.0,2.0,3.0,109,1,30,32,156,2018-02-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3527.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2-3 years,2-8 weeks
681866,2010-04-05,unknown,unknown,0.0,1.0,0.0,Atlantic,Central Area,Other,Private room,2,1.0,1.0,1.0,60,30,30,19,43,2012-09-29,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,4014.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
689309,2012-09-09,within an hour,100%,0.0,1.0,1.0,Broadview,Other neighborhoods,Other,Private room,2,1.0,1.0,1.0,125,2,365,346,10,2013-01-09,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3126.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
699460,2012-09-16,unknown,unknown,1.0,1.0,1.0,Adams,Ballard,Other,Private room,2,1.0,1.0,1.0,95,2,90,305,248,2012-10-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3119.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
703058,2012-01-15,within an hour,100%,1.0,1.0,0.0,Wallingford,Other neighborhoods,House,Entire home/apt,4,1.0,2.0,2.0,192,4,27,81,172,2012-09-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3364.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4+ years,2-6 months
706385,2012-04-04,within an hour,100%,1.0,1.0,1.0,Eastlake,Cascade,Apartment,Entire home/apt,2,1.0,1.0,1.0,117,2,31,8,512,2012-10-30,95-100/100,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,3284.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,0-2 weeks
708774,2010-12-11,within an hour,100%,1.0,6.0,1.0,Eastlake,Cascade,Apartment,Entire home/apt,4,1.0,1.0,2.0,109,30,365,248,132,2012-12-13,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,3764.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-6 months
723846,2012-10-02,within an hour,100%,1.0,0.0,1.0,Maple Leaf,Northgate,House,Entire home/apt,3,1.0,1.0,1.0,95,2,365,342,135,2013-02-01,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,3103.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
741699,2012-06-03,within an hour,100%,1.0,1.0,1.0,Seward Park,Seward Park,House,Entire home/apt,6,2.0,3.0,2.0,191,2,1123,126,238,2013-03-04,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,1,3224.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,0-2 weeks
748526,2012-10-20,within a day,100%,0.0,1.0,1.0,Phinney Ridge,Other neighborhoods,Other,Entire home/apt,2,1.0,1.0,1.0,61,30,30,362,84,2012-11-27,80-94/100,9/10,10/10,10/10,10/10,10/10,9/10,0,3085.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,1+ year
755613,2012-10-25,unknown,unknown,0.0,1.0,1.0,Mount Baker,Rainier Valley,Other,Private room,2,1.0,1.0,1.0,78,2,28,88,87,2012-12-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3080.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,1+ year
757840,2012-10-27,within an hour,100%,1.0,3.0,1.0,East Queen Anne,Queen Anne,House,Entire home/apt,8,2.5,4.0,7.0,300,4,27,299,373,2012-11-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3078.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4+ years,2-6 months
769213,2012-11-04,unknown,unknown,1.0,1.0,1.0,Minor,Central Area,Other,Entire home/apt,2,1.0,1.0,1.0,140,5,30,123,484,2013-10-20,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3070.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-6 months
789229,2012-03-06,unknown,unknown,1.0,1.0,1.0,Pioneer Square,Downtown,Apartment,Entire home/apt,4,1.0,1.0,1.0,155,30,1125,365,123,2013-04-02,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3313.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4+ years,1+ year
793629,2012-11-18,within a few hours,100%,1.0,1.0,1.0,North Beacon Hill,Beacon Hill,House,Entire home/apt,2,1.0,1.0,1.0,101,5,1125,0,298,2012-12-23,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3056.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-8 weeks
794633,2012-03-26,within a few hours,100%,1.0,1.0,1.0,Harrison/Denny-Blaine,Central Area,House,Entire home/apt,2,1.0,1.0,1.0,75,7,90,87,532,2013-05-05,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,3293.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
808134,2010-01-27,within an hour,90-99%,1.0,17.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,6,2.0,2.0,3.0,221,2,365,0,109,2013-09-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,4082.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4+ years,2-6 months
841274,2012-11-12,within an hour,100%,1.0,1.0,1.0,Mount Baker,Rainier Valley,Apartment,Entire home/apt,4,1.0,1.0,2.0,93,3,45,287,130,2013-03-27,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3062.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
844939,2012-12-15,within an hour,100%,1.0,2.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,4,1.0,1.0,1.0,101,30,1125,129,142,2013-02-22,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3029.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4+ years,6-12 months
846763,2012-12-16,within a day,100%,1.0,1.0,1.0,Ravenna,Other neighborhoods,Other,Private room,2,1.0,1.0,1.0,42,30,365,254,71,2012-12-29,95-100/100,10/10,10/10,9/10,10/10,10/10,10/10,0,3028.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,2-6 months
902243,2013-08-18,within a few hours,90-99%,0.0,4.0,1.0,Belltown,Downtown,Apartment,Entire home/apt,6,2.0,2.0,5.0,200,2,1125,297,104,2013-04-03,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,2783.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-8 weeks
902609,2012-08-15,within an hour,100%,1.0,1.0,1.0,Highland Park,Delridge,Other,Entire home/apt,2,1.0,1.0,1.0,42,2,1125,350,190,2013-03-24,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,3151.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
904057,2013-01-12,within an hour,100%,1.0,1.0,1.0,West Woodland,Ballard,House,Entire home/apt,2,1.0,1.0,2.0,99,3,60,261,409,2013-02-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3001.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,no reviews
942490,2013-01-14,within a few hours,100%,1.0,1.0,0.0,Greenwood,Other neighborhoods,Other,Private room,5,1.0,1.0,3.0,80,2,1125,299,120,2013-03-26,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0,2999.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,6-12 months
948077,2011-01-28,within an hour,100%,1.0,1.0,1.0,Broadway,Capitol Hill,House,Entire home/apt,2,1.0,1.0,1.0,135,2,1125,297,353,2013-03-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,3716.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-6 months
977722,2013-03-01,within an hour,100%,1.0,1.0,1.0,University District,University District,Apartment,Entire home/apt,2,1.0,1.0,1.0,83,2,1125,52,153,2013-03-24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2953.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-6 months
1000883,2013-03-16,within a few hours,100%,1.0,2.0,1.0,North Admiral,West Seattle,House,Entire home/apt,2,1.0,1.0,1.0,110,3,29,78,180,2013-06-29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2938.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
1022135,2013-03-09,unknown,unknown,0.0,1.0,1.0,Haller Lake,Northgate,Other,Private room,2,1.5,1.0,1.0,82,30,365,173,9,2013-06-19,80-94/100,10/10,9/10,9/10,10/10,0-8/10,9/10,1,2945.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4+ years,1+ year
1023693,2013-03-26,within an hour,100%,1.0,2.0,1.0,Whittier Heights,Ballard,Other,Entire home/apt,2,1.0,1.0,1.0,97,4,120,156,273,2013-08-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2928.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,0-2 weeks
1042022,2013-04-02,within an hour,100%,1.0,1.0,0.0,Madison Park,Capitol Hill,Apartment,Entire home/apt,2,1.0,1.0,1.0,89,2,90,320,276,2013-05-03,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2921.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
1043194,2012-08-17,within an hour,100%,0.0,3.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,169,30,180,280,50,2013-08-15,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,3149.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4+ years,6-12 months
1048798,2013-04-04,within an hour,100%,1.0,1.0,1.0,Fauntleroy,West Seattle,House,Entire home/apt,4,2.0,1.0,1.0,170,2,60,195,326,2013-04-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2919.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
1063855,2011-07-25,within a day,0-49%,0.0,1.0,0.0,Mann,Central Area,House,Entire home/apt,5,1.0,3.0,3.0,131,30,365,274,13,2013-07-07,80-94/100,9/10,10/10,10/10,10/10,9/10,9/10,0,3538.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4+ years,1+ year
1071203,2012-06-26,within an hour,100%,1.0,3.0,1.0,Fremont,Other neighborhoods,Other,Private room,2,1.0,1.0,1.0,99,30,1125,66,30,2016-07-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3201.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4+ years,1+ year
1097520,2013-04-21,within a few hours,100%,1.0,1.0,0.0,Mount Baker,Rainier Valley,Other,Entire home/apt,2,1.5,1.0,1.0,101,2,365,0,240,2013-05-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2902.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,0-2 weeks
1112092,2013-04-10,unknown,unknown,1.0,1.0,1.0,West Queen Anne,Queen Anne,House,Entire home/apt,3,1.0,1.0,3.0,135,6,90,351,46,2013-05-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2913.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
1114695,2010-07-13,within a few hours,100%,1.0,8.0,1.0,Wallingford,Other neighborhoods,House,Entire home/apt,7,2.5,3.0,3.0,295,25,1124,141,71,2013-06-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3915.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,2-6 months
1121599,2013-04-29,within an hour,100%,1.0,1.0,1.0,Westlake,Cascade,Other,Entire home/apt,4,1.0,1.0,1.0,141,30,1124,291,484,2013-05-13,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2894.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
1122236,2011-09-07,within a few hours,100%,0.0,7.0,1.0,Broadway,Capitol Hill,Apartment,Entire home/apt,4,1.0,1.0,1.0,119,2,1125,350,135,2013-05-12,80-94/100,9/10,10/10,9/10,9/10,10/10,9/10,0,3494.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,2-8 weeks
1125133,2012-07-27,within an hour,90-99%,0.0,68.0,1.0,University District,University District,Apartment,Entire home/apt,3,1.0,1.0,2.0,89,1,1125,221,35,2013-05-07,0-79/100,9/10,0-8/10,9/10,9/10,0-8/10,0-8/10,0,3170.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-6 months
1142010,2011-08-05,within an hour,100%,0.0,0.0,1.0,Columbia City,Rainier Valley,House,Entire home/apt,2,1.0,1.0,1.0,70,2,40,25,0,,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0,3527.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,no reviews,no reviews
1150519,2013-05-09,unknown,unknown,0.0,1.0,1.0,University District,University District,House,Entire home/apt,7,1.5,3.0,4.0,264,30,1125,287,17,2013-07-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2884.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4+ years,1+ year
1157083,2012-08-17,within an hour,100%,0.0,3.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,6,2.0,2.0,3.0,265,3,1125,256,56,2013-06-22,95-100/100,10/10,9/10,9/10,10/10,10/10,9/10,1,3149.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4+ years,1+ year
1159111,2012-02-21,within a day,90-99%,1.0,8.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,6,1.0,2.0,3.0,129,3,120,144,115,2013-06-07,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3327.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
1159226,2012-02-21,within a day,90-99%,1.0,8.0,1.0,First Hill,Downtown,Apartment,Entire home/apt,4,1.0,2.0,3.0,124,3,1125,117,62,2014-04-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,3327.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4+ years,2-8 weeks
1175308,2013-05-16,within a few hours,100%,0.0,1.0,1.0,Loyal Heights,Ballard,House,Entire home/apt,4,2.0,3.0,3.0,125,6,1125,105,13,2013-08-06,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2877.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4+ years,1+ year
1190224,2013-05-21,unknown,unknown,1.0,2.0,1.0,Matthews Beach,Lake City,Other,Private room,1,1.0,1.0,1.0,60,30,90,364,30,2013-09-10,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0,2872.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
1190571,2013-05-21,unknown,unknown,1.0,2.0,1.0,Matthews Beach,Lake City,Other,Private room,2,1.0,1.0,1.0,60,30,30,364,27,2013-08-04,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0,2872.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4+ years,1+ year
1219691,2013-05-30,within a day,100%,0.0,1.0,1.0,Haller Lake,Northgate,House,Entire home/apt,4,1.0,2.0,2.0,109,2,1125,291,63,2013-06-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,2863.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4+ years,2-6 months
1225820,2013-05-22,within an hour,100%,1.0,1.0,1.0,North Admiral,West Seattle,House,Entire home/apt,2,1.0,1.0,1.0,98,5,1125,244,140,2015-02-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,2871.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4+ years,2-8 weeks
